wp,x,y,yaw_imu
wp629,13588007.89,8085157.407,96.84112187
wp630,13588007.65,8085156.284,97.07095644
wp631,13588007.43,8085155.159,97.33099299
wp632,13588007.22,8085154.033,97.69272059
wp633,13588007.02,8085152.904,97.93987397
wp634,13588006.82,8085151.774,97.96958407
wp635,13588006.64,8085150.642,98.10910907
wp636,13588006.46,8085149.508,98.76932034
wp637,13588006.29,8085148.372,99.79467798
wp638,13588006.14,8085147.235,100.1461615
wp639,13588005.98,8085146.097,100.0917345
wp640,13588005.84,8085144.957,100.1380951
wp641,13588005.7,8085143.816,100.531023
wp642,13588005.57,8085142.674,101.0170989
wp643,13588005.45,8085141.531,101.3258577
wp644,13588005.33,8085140.387,101.4814343
wp645,13588005.22,8085139.242,101.6417348
wp646,13588005.11,8085138.097,101.9473522
wp647,13588005.01,8085136.95,102.3635645
wp648,13588004.91,8085135.803,102.760329
wp649,13588004.82,8085134.656,103.0980236
wp650,13588004.73,8085133.507,103.4338396
wp651,13588004.65,8085132.358,103.8213223
wp652,13588004.58,8085131.209,104.203561
wp653,13588004.51,8085130.059,104.455492
wp654,13588004.44,8085128.909,104.5957298
wp655,13588004.38,8085127.758,104.7497145
wp656,13588004.33,8085126.607,105.0424981
wp657,13588004.28,8085125.456,105.4690442
wp658,13588004.24,8085124.304,105.8437638
wp659,13588004.2,8085123.152,106.0568759
wp660,13588004.17,8085122,106.2112285
wp661,13588004.14,8085120.848,106.4404598
wp662,13588004.12,8085119.695,106.807258
wp663,13588004.11,8085118.543,107.2031188
wp664,13588004.1,8085117.39,107.4943036
wp665,13588004.1,8085116.237,107.6073469
wp666,13588004.1,8085115.085,107.639389
wp667,13588004.11,8085113.932,107.7175455
wp668,13588004.12,8085112.78,107.968932
wp669,13588004.14,8085111.628,108.5081539
wp670,13588004.17,8085110.476,109.2243428
wp671,13588004.2,8085109.324,109.8127717
wp672,13588004.24,8085108.172,110.1177537
wp673,13588004.28,8085107.021,110.2648261
wp674,13588004.33,8085105.87,110.4091097
wp675,13588004.39,8085104.719,110.6855711
wp676,13588004.45,8085103.569,111.0608179
wp677,13588004.52,8085102.42,111.4184106
wp678,13588004.59,8085101.271,111.698915
wp679,13588004.68,8085100.122,111.9409
wp680,13588004.76,8085098.974,112.1924704
wp681,13588004.86,8085097.826,112.4941113
wp682,13588004.96,8085096.68,112.8288194
wp683,13588005.06,8085095.534,113.1535755
wp684,13588005.17,8085094.388,113.4476691
wp685,13588005.29,8085093.244,113.7319387
wp686,13588005.42,8085092.1,114.0301777
wp687,13588005.55,8085090.957,114.3425878
wp688,13588005.69,8085089.815,114.6509781
wp689,13588005.83,8085088.674,114.9366708
wp690,13588005.98,8085087.534,115.1838871
wp691,13588006.14,8085086.395,115.4047494
wp692,13588006.3,8085085.257,115.6269653
wp693,13588006.47,8085084.12,115.8779448
wp694,13588006.65,8085082.984,116.1679671
wp695,13588006.83,8085081.849,116.4856354
wp696,13588007.02,8085080.716,116.8181605
wp697,13588007.22,8085079.584,117.1530921
wp698,13588007.43,8085078.453,117.4801448
wp699,13588007.64,8085077.323,117.7898864
wp700,13588007.85,8085076.195,118.0735793
wp701,13588008.08,8085075.068,118.3350138
wp702,13588008.31,8085073.943,118.5888629
wp703,13588008.55,8085072.819,118.8501621
wp704,13588008.79,8085071.696,119.1341575
wp705,13588009.05,8085070.576,119.4567005
wp706,13588009.3,8085069.456,119.830913
wp707,13588009.57,8085068.339,120.2354402
wp708,13588009.84,8085067.223,120.6259496
wp709,13588010.12,8085066.108,120.9576915
wp710,13588010.41,8085064.995,121.1923992
wp711,13588010.7,8085063.884,121.3596031
wp712,13588011,8085062.775,121.5292297
wp713,13588011.3,8085061.667,121.7717432
wp714,13588011.62,8085060.561,122.1456108
wp715,13588011.93,8085059.457,122.5963406
wp716,13588012.26,8085058.354,123.0074498
wp717,13588012.59,8085057.253,123.2706894
wp718,13588012.93,8085056.154,123.4023973
wp719,13588013.27,8085055.057,123.5108096
wp720,13588013.62,8085053.962,123.706306
wp721,13588013.98,8085052.869,124.0643216
wp722,13588014.34,8085051.777,124.4984486
wp723,13588014.71,8085050.688,124.8755164
wp724,13588015.08,8085049.6,125.1185418
wp725,13588015.46,8085048.514,125.3114025
wp726,13588015.85,8085047.431,125.566579
wp727,13588016.24,8085046.349,125.9965516
wp728,13588016.64,8085045.269,126.658962
wp729,13588017.04,8085044.192,127.3627597
wp730,13588017.45,8085043.116,127.850319
wp731,13588017.87,8085042.043,128.0466154
wp732,13588018.29,8085040.971,128.1338473
wp733,13588018.71,8085039.902,128.3134796
wp734,13588019.15,8085038.835,128.7123917
wp735,13588019.58,8085037.77,129.2494568
wp736,13588020.03,8085036.707,129.8075717
wp737,13588020.48,8085035.647,130.2700274
wp738,13588020.93,8085034.589,130.5820504
wp739,13588021.39,8085033.533,130.8176699
wp740,13588021.85,8085032.479,131.0669754
wp741,13588022.32,8085031.427,131.4138722
wp742,13588022.8,8085030.378,131.8505007
wp743,13588023.28,8085029.331,132.2987522
wp744,13588023.76,8085028.287,132.6800401
wp745,13588024.26,8085027.245,132.9665371
wp746,13588024.75,8085026.205,133.1963296
wp747,13588025.25,8085025.167,133.4119049
wp748,13588025.76,8085024.133,133.6451359
wp749,13588026.27,8085023.1,133.8917358
wp750,13588026.78,8085022.07,134.1397247
wp751,13588027.3,8085021.043,134.3801844
wp752,13588027.83,8085020.018,134.6199237
wp753,13588028.36,8085018.995,134.8707871
wp754,13588028.89,8085017.976,135.1442838
wp755,13588029.43,8085016.958,135.4361037
wp756,13588029.97,8085015.944,135.7196678
wp757,13588030.52,8085014.932,135.9674179
wp758,13588031.07,8085013.922,136.171468
wp759,13588031.63,8085012.915,136.3459059
wp760,13588032.19,8085011.911,136.5059743
wp761,13588032.76,8085010.91,136.6643263
wp762,13588033.33,8085009.912,136.8259452
wp763,13588033.9,8085008.916,136.9944013
wp764,13588034.48,8085007.923,137.1731441
wp765,13588035.06,8085006.932,137.3639856
wp766,13588035.65,8085005.945,137.567559
wp767,13588036.24,8085004.96,137.7844716
wp768,13588036.84,8085003.978,138.0114484
wp769,13588037.44,8085002.999,138.2260891
wp770,13588038.04,8085002.023,138.4010499
wp771,13588038.65,8085001.049,138.5377448
wp772,13588039.26,8085000.077,138.6710426
wp773,13588039.87,8084999.108,138.8376947
wp774,13588040.49,8084998.141,139.0700164
wp775,13588041.11,8084997.176,139.3461373
wp776,13588041.73,8084996.213,139.6079465
wp777,13588042.36,8084995.252,139.8074208
wp778,13588042.99,8084994.293,139.9622046
wp779,13588043.62,8084993.335,140.114544
wp780,13588044.25,8084992.379,140.2897725
wp781,13588044.89,8084991.424,140.4827647
wp782,13588045.53,8084990.47,140.685219
wp783,13588046.17,8084989.518,140.8888099
wp784,13588046.82,8084988.566,141.0849942
wp785,13588047.46,8084987.616,141.265111
wp786,13588048.11,8084986.666,141.4215815
wp787,13588048.76,8084985.718,141.5550846
wp788,13588049.41,8084984.769,141.6700995
wp789,13588050.06,8084983.822,141.7711739
wp790,13588050.72,8084982.874,141.864503
wp791,13588051.37,8084981.927,141.9583071
wp792,13588052.03,8084980.98,142.060928
wp793,13588052.69,8084980.033,142.1771157
wp794,13588053.35,8084979.086,142.3009559
wp795,13588054.01,8084978.139,142.4245633
wp796,13588054.67,8084977.191,142.5390034
wp797,13588055.33,8084976.243,142.6324016
wp798,13588055.99,8084975.295,142.6940469
wp799,13588056.66,8084974.346,142.736691
wp800,13588057.32,8084973.398,142.7903625
wp801,13588057.99,8084972.45,142.8854913
wp802,13588058.65,8084971.504,143.0464078
wp803,13588059.32,8084970.559,143.2545306
wp804,13588060,8084969.616,143.4728631
wp805,13588060.67,8084968.675,143.6701036
wp806,13588061.35,8084967.738,143.8341869
wp807,13588062.04,8084966.805,143.9570973
wp808,13588062.72,8084965.875,144.0453689
wp809,13588063.42,8084964.95,144.1414126
wp810,13588064.11,8084964.029,144.2930709
wp811,13588064.82,8084963.115,144.548186
wp812,13588065.53,8084962.206,144.9202591
wp813,13588066.25,8084961.303,145.2557056
wp814,13588066.97,8084960.408,145.4498449
wp815,13588067.7,8084959.52,145.5995423
wp816,13588068.44,8084958.639,145.8258564
wp817,13588069.18,8084957.767,146.2495257
wp818,13588069.94,8084956.904,146.8838677
wp819,13588070.7,8084956.05,147.479332
wp820,13588071.48,8084955.205,147.779208
wp821,13588072.26,8084954.371,147.8694071
wp822,13588073.05,8084953.548,148.0421991
wp823,13588073.86,8084952.736,148.5926894
wp824,13588074.67,8084951.935,149.7647759
wp825,13588075.5,8084951.147,151.2659192
wp826,13588076.34,8084950.371,152.4855896
wp827,13588077.19,8084949.608,153.113008
wp828,13588078.05,8084948.857,153.4600058
wp829,13588078.93,8084948.12,153.91206
wp830,13588079.81,8084947.395,154.6662336
wp831,13588080.71,8084946.683,155.6067192
wp832,13588081.61,8084945.983,156.5882052
wp833,13588082.53,8084945.295,157.4671603
wp834,13588083.46,8084944.619,158.1710329
wp835,13588084.39,8084943.956,158.7205133
wp836,13588085.34,8084943.304,159.1433438
wp837,13588086.29,8084942.665,159.5251931
wp838,13588087.26,8084942.037,160.0514209
wp839,13588088.23,8084941.421,160.9172347
wp840,13588089.21,8084940.816,162.1990706
wp841,13588090.19,8084940.222,163.4946896
wp842,13588091.19,8084939.64,164.3507211
wp843,13588092.19,8084939.069,164.8445163
wp844,13588093.2,8084938.51,165.2898864
wp845,13588094.22,8084937.961,165.8201488
wp846,13588095.24,8084937.423,166.3935598
wp847,13588096.26,8084936.896,166.9805548
wp848,13588097.3,8084936.379,167.587544
wp849,13588098.33,8084935.873,168.2248673
wp850,13588099.38,8084935.378,168.9019339
wp851,13588100.43,8084934.892,169.619645
wp852,13588101.48,8084934.417,170.3743284
wp853,13588102.53,8084933.952,171.1534149
wp854,13588103.59,8084933.497,171.9197006
wp855,13588104.66,8084933.052,172.6342018
wp856,13588105.72,8084932.617,173.3064018
wp857,13588106.79,8084932.19,173.9900088
wp858,13588107.86,8084931.772,174.74035
wp859,13588108.94,8084931.362,175.5697069
wp860,13588110.01,8084930.96,176.3366744
wp861,13588111.09,8084930.564,176.8708285
wp862,13588112.18,8084930.175,177.1769939
wp863,13588113.26,8084929.792,177.4719284
wp864,13588114.34,8084929.414,177.9711017
wp865,13588115.43,8084929.041,178.6145049
wp866,13588116.52,8084928.673,179.0986413
wp867,13588117.61,8084928.308,179.3233611
wp868,13588118.7,8084927.947,179.4088991
wp869,13588119.79,8084927.588,179.4841608
wp870,13588120.88,8084927.232,179.6063206
wp871,13588121.98,8084926.877,179.7318448
wp872,13588123.07,8084926.524,179.8140005
wp873,13588124.17,8084926.171,179.8469555
wp874,13588125.26,8084925.819,179.8473182
wp875,13588126.35,8084925.466,179.8316464
wp876,13588127.45,8084925.112,179.8088765
wp877,13588128.54,8084924.757,179.7796268
wp878,13588129.63,8084924.4,179.7453886
wp879,13588130.73,8084924.041,179.7204997
wp880,13588131.82,8084923.679,179.7203858
wp881,13588132.91,8084923.314,179.7322836
wp882,13588134,8084922.946,179.7354541
wp883,13588135.09,8084922.576,179.7142897
wp884,13588136.17,8084922.204,179.7250061
wp885,13588137.26,8084921.83,179.8286645
wp886,13588138.35,8084921.454,179.8481182
wp887,13588139.44,8084921.076,179.5406046
wp888,13588140.52,8084920.697,179.0368184
wp889,13588141.61,8084920.316,178.9697075
wp890,13588142.69,8084919.935,178.9698075
wp891,13588143.78,8084919.552,178.9700752
wp892,13588144.86,8084919.169,178.9710752
wp893,13588145.95,8084918.785,178.9720752
wp894,13588147.03,8084918.401,178.9730752
wp895,13588148.12,8084918.017,178.9740752
wp896,13588149.2,8084917.632,178.9750752
wp897,13588150.29,8084917.248,178.9760752
wp898,13588151.37,8084916.864,178.9770752
wp899,13588152.46,8084916.481,178.9780752
wp900,13588153.55,8084916.099,-177.1163819
wp901,13588154.63,8084915.717,-177.1163819
wp902,13588155.72,8084915.337,-177.1173819
wp903,13588156.8,8084914.958,-177.1183819
wp904,13588157.89,8084914.581,-177.1293819
wp905,13588158.98,8084914.205,-177.8219591
wp906,13588160.07,8084913.831,-178.7343456
wp907,13588161.16,8084913.459,-179.4057315
wp908,13588162.25,8084913.089,-179.6256099
wp909,13588163.34,8084912.722,-179.5603911
wp910,13588164.43,8084912.357,-179.4098665
wp911,13588165.52,8084911.996,-179.3151159
wp912,13588166.61,8084911.636,-179.2658778
wp913,13588167.71,8084911.28,-179.2288867
wp914,13588168.8,8084910.925,-179.188953
wp915,13588169.9,8084910.573,-179.1461085
wp916,13588170.99,8084910.223,-179.1008283
wp917,13588172.09,8084909.874,-179.0524778
wp918,13588173.19,8084909.528,-178.9990438
wp919,13588174.28,8084909.183,-178.9384826
wp920,13588175.38,8084908.839,-178.8719094
wp921,13588176.48,8084908.497,-178.805242
wp922,13588177.58,8084908.156,-178.744801
wp923,13588178.68,8084907.817,-178.6966504
wp924,13588179.78,8084907.478,-178.6615505
wp925,13588180.88,8084907.139,-178.6352661
wp926,13588181.98,8084906.802,-178.6133571
wp927,13588183.08,8084906.465,-178.590619
wp928,13588184.18,8084906.128,-178.560593
wp929,13588185.28,8084905.792,-178.5178547
wp930,13588186.38,8084905.455,-178.4680449
wp931,13588187.48,8084905.119,-178.4229808
wp932,13588188.58,8084904.782,-178.3916692
wp933,13588189.68,8084904.445,-178.3685437
wp934,13588190.78,8084904.107,-178.3434355
wp935,13588191.88,8084903.769,-178.3063084
wp936,13588192.98,8084903.43,-178.2560596
wp937,13588194.07,8084903.09,-178.2059669
wp938,13588195.17,8084902.749,-178.1689005
wp939,13588196.27,8084902.406,-178.1474225
wp940,13588197.37,8084902.063,-178.1402512
wp941,13588198.47,8084901.718,-178.1460982
wp942,13588199.56,8084901.371,-178.1636709
wp943,13588200.66,8084901.022,-178.1901882
wp944,13588201.76,8084900.672,-178.2192117
wp945,13588202.85,8084900.32,-178.2456603
wp946,13588203.95,8084899.967,-178.2727644
wp947,13588205.04,8084899.612,-178.3060168
wp948,13588206.13,8084899.256,-178.350267
wp949,13588207.23,8084898.898,-178.4024994
wp950,13588208.32,8084898.539,-178.4544321
wp951,13588209.41,8084898.179,-178.4983974
wp952,13588210.5,8084897.817,-178.5348467
wp953,13588211.6,8084897.455,-178.5693771
wp954,13588212.69,8084897.091,-178.6053064
wp955,13588213.78,8084896.727,-178.6415859
wp956,13588214.87,8084896.361,-178.6766952
wp957,13588215.96,8084895.995,-178.7096034
wp958,13588217.05,8084895.628,-178.741906
wp959,13588218.14,8084895.26,-178.7760686
wp960,13588219.23,8084894.892,-178.8122748
wp961,13588220.32,8084894.523,-178.8451775
wp962,13588221.41,8084894.153,-178.8688046
wp963,13588222.5,8084893.783,-178.8834973
wp964,13588223.59,8084893.413,-178.8970997
wp965,13588224.68,8084893.042,-178.917893
wp966,13588225.77,8084892.671,-178.9541582
wp967,13588226.86,8084892.3,-179.0102147
wp968,13588227.95,8084891.928,-179.0675089
wp969,13588229.03,8084891.557,-179.100262
wp970,13588230.12,8084891.185,-179.1117712
wp971,13588231.21,8084890.814,-179.1388625
wp972,13588232.3,8084890.443,-179.2173898
wp973,13588233.39,8084890.071,-179.3193938
wp974,13588234.48,8084889.701,-179.3636492
wp975,13588235.57,8084889.33,-179.3616315
wp976,13588236.66,8084888.96,-179.3784113
wp977,13588237.75,8084888.59,-179.4742371
wp978,13588238.84,8084888.221,-179.6078486
wp979,13588239.93,8084887.852,-179.6478577
wp980,13588241.02,8084887.484,-179.4601732
wp981,13588242.11,8084887.116,-179.0789153
wp982,13588243.2,8084886.75,-178.9614373
wp983,13588244.29,8084886.384,-179.6306094
wp984,13588245.38,8084886.019,-179.6316094
wp985,13588246.47,8084885.655,-179.6326094
wp986,13588247.56,8084885.292,-179.6336094
wp987,13588248.65,8084884.93,-177.2056261
wp988,13588249.75,8084884.569,-177.2156261
wp989,13588250.84,8084884.21,-177.2256261
wp990,13588251.93,8084883.851,-177.2356261
wp991,13588253.03,8084883.495,-177.2456261
wp992,13588254.12,8084883.139,-177.2556261
wp993,13588255.21,8084882.785,-177.2656261
wp994,13588256.31,8084882.432,-177.2756261
wp995,13588257.4,8084882.081,178.4709371
wp996,13588258.5,8084881.732,178.4719371
wp997,13588259.6,8084881.384,178.4809371
wp998,13588260.69,8084881.039,178.4909371
wp999,13588261.79,8084880.695,178.5009371
wp1000,13588262.89,8084880.352,178.5109371
wp1001,13588263.99,8084880.012,178.5209371
wp1002,13588265.09,8084879.673,179.4683324
wp1003,13588266.19,8084879.335,179.3006026
wp1004,13588267.29,8084878.998,179.3106026
wp1005,13588268.39,8084878.662,179.3506026
wp1006,13588269.49,8084878.326,179.3606026
wp1007,13588270.59,8084877.992,179.3906026
wp1008,13588271.69,8084877.657,179.4506026
wp1009,13588272.79,8084877.323,-177.6994626
wp1010,13588273.89,8084876.989,-177.7094626
wp1011,13588274.99,8084876.654,-177.7194626
wp1012,13588276.09,8084876.32,-177.7594626
wp1013,13588277.19,8084875.984,-177.7894626
wp1014,13588278.29,8084875.648,-177.8294626
wp1015,13588279.39,8084875.312,-177.8594626
wp1016,13588280.49,8084874.974,-178.5969658
wp1017,13588281.59,8084874.635,-179.7838546
wp1018,13588282.69,8084874.294,-179.9320911
wp1019,13588283.79,8084873.952,-179.620698
wp1020,13588284.88,8084873.609,-179.3915627
wp1021,13588285.98,8084873.263,-179.3825702
wp1022,13588287.08,8084872.915,-179.4835623
wp1023,13588288.17,8084872.565,-179.5813094
wp1024,13588289.27,8084872.213,-179.608821
wp1025,13588290.36,8084871.858,-179.5805135
wp1026,13588291.45,8084871.5,-179.5191192
wp1027,13588292.55,8084871.139,-179.4619599
wp1028,13588293.64,8084870.775,-179.4831165
wp1029,13588294.73,8084870.408,-179.651844
wp1030,13588295.81,8084870.037,-179.8411572
wp1031,13588296.9,8084869.663,-179.7503525
wp1032,13588297.99,8084869.287,-179.126592
wp1033,13588299.07,8084868.907,-178.4080741
wp1034,13588300.16,8084868.526,-178.5116881
wp1035,13588301.24,8084868.142,-178.5516881
wp1036,13588302.33,8084867.755,-178.5816881
wp1037,13588303.41,8084867.367,-178.5916881
wp1038,13588304.49,8084866.978,-178.6016881
wp1039,13588305.57,8084866.586,-178.6516881
wp1040,13588306.65,8084866.194,-178.6816881
wp1041,13588307.74,8084865.8,-178.6916881
wp1042,13588308.82,8084865.406,176.2012694
wp1043,13588309.9,8084865.011,176.2512694
wp1044,13588310.98,8084864.615,176.2612694
wp1045,13588312.06,8084864.219,176.2812694
wp1046,13588313.14,8084863.823,176.3012694
wp1047,13588314.22,8084863.428,176.0574465
wp1048,13588315.3,8084863.032,176.5879248
wp1049,13588316.38,8084862.637,177.6876833
wp1050,13588317.46,8084862.243,178.7926355
wp1051,13588318.54,8084861.849,179.423119
wp1052,13588319.62,8084861.457,179.5870726
wp1053,13588320.71,8084861.066,179.4671029
wp1054,13588321.79,8084860.677,179.2460394
wp1055,13588322.87,8084860.289,179.1007816
wp1056,13588323.95,8084859.904,179.0919728
wp1057,13588325.04,8084859.52,179.1741916
wp1058,13588326.12,8084859.139,179.2969589
wp1059,13588327.21,8084858.76,179.4004561
wp1060,13588328.3,8084858.383,179.4203972
wp1061,13588329.39,8084858.009,179.2924682
wp1062,13588330.47,8084857.637,178.9680936
wp1063,13588331.56,8084857.268,178.6211876
wp1064,13588332.65,8084856.9,178.5905208
wp1065,13588333.74,8084856.535,178.6505208
wp1066,13588334.84,8084856.172,178.6855208
wp1067,13588335.93,8084855.811,178.6905208
wp1068,13588337.02,8084855.452,178.7005208
wp1069,13588338.11,8084855.096,178.7505208
wp1070,13588339.21,8084854.741,178.7805208
wp1071,13588340.3,8084854.389,179.3206104
wp1072,13588341.4,8084854.039,179.3506104
wp1073,13588342.49,8084853.69,179.3806104
wp1074,13588343.59,8084853.344,179.4006104
wp1075,13588344.69,8084853,179.4206104
wp1076,13588345.79,8084852.657,179.4506104
wp1077,13588346.89,8084852.317,-175.6206926
wp1078,13588347.98,8084851.978,-175.6506926
wp1079,13588349.08,8084851.642,-175.6706926
wp1080,13588350.18,8084851.307,-175.6906926
wp1081,13588351.28,8084850.974,-175.7006926
wp1082,13588352.39,8084850.643,-175.7306926
wp1083,13588353.49,8084850.314,-175.7506926
wp1084,13588354.59,8084849.986,-175.8006926
wp1085,13588355.69,8084849.661,-175.8506926
wp1086,13588356.8,8084849.337,-175.8706926
wp1087,13588357.9,8084849.014,-179.6295792
wp1088,13588359,8084848.694,-180.4010021
wp1089,13588360.11,8084848.375,-179.3180893
wp1090,13588361.21,8084848.057,-177.8414652
wp1091,13588362.32,8084847.742,-177.1549145
wp1092,13588363.43,8084847.428,-177.1773668
wp1093,13588364.53,8084847.115,-177.4667196
wp1094,13588365.64,8084846.804,-177.6077642
wp1095,13588366.75,8084846.494,-177.5231541
wp1096,13588367.85,8084846.186,-177.3659559
wp1097,13588368.96,8084845.879,-177.2673234
wp1098,13588370.07,8084845.573,-177.2385392
wp1099,13588371.18,8084845.268,-177.2568207
wp1100,13588372.29,8084844.963,-177.2993827
wp1101,13588373.4,8084844.659,-177.3454411
wp1102,13588374.5,8084844.356,-177.3902717
wp1103,13588375.61,8084844.053,-177.4368777
wp1104,13588376.72,8084843.75,-177.4879493
wp1105,13588377.83,8084843.447,-177.5428387
wp1106,13588378.94,8084843.144,-177.599099
wp1107,13588380.05,8084842.841,-177.6542665
wp1108,13588381.16,8084842.537,-177.7072466
wp1109,13588382.27,8084842.233,-177.7612689
wp1110,13588383.37,8084841.929,-177.8204146
wp1111,13588384.48,8084841.623,-177.8887651
wp1112,13588385.59,8084841.317,-177.9668784
wp1113,13588386.7,8084841.009,-178.0405004
wp1114,13588387.8,8084840.701,-178.0922834
wp1115,13588388.91,8084840.39,-178.1233276
wp1116,13588390.02,8084840.079,-178.1532279
wp1117,13588391.12,8084839.766,-178.202387
wp1118,13588392.23,8084839.451,-178.289912
wp1119,13588393.33,8084839.134,-178.4059796
wp1120,13588394.44,8084838.815,-178.5123128
wp1121,13588395.54,8084838.494,-178.5747036
wp1122,13588396.64,8084838.17,-178.5996556
wp1123,13588397.75,8084837.845,-178.6126334
wp1124,13588398.85,8084837.516,-178.6391037
wp1125,13588399.95,8084837.185,-178.6915292
wp1126,13588401.05,8084836.851,-178.7568768
wp1127,13588402.15,8084836.515,-178.8191496
wp1128,13588403.25,8084836.176,-178.8632607
wp1129,13588404.35,8084835.835,-178.8881892
wp1130,13588405.44,8084835.491,-178.9039797
wp1131,13588406.54,8084835.145,-178.920975
wp1132,13588407.64,8084834.797,-178.9495182
wp1133,13588408.73,8084834.447,-178.99577
wp1134,13588409.83,8084834.095,-179.0485163
wp1135,13588410.92,8084833.741,-179.0921576
wp1136,13588412.02,8084833.385,-179.1193613
wp1137,13588413.11,8084833.028,-179.1360142
wp1138,13588414.2,8084832.669,-179.1491897
wp1139,13588415.3,8084832.308,-179.1648688
wp1140,13588416.39,8084831.945,-179.1838342
wp1141,13588417.48,8084831.581,-179.2053236
wp1142,13588418.57,8084831.216,-179.2285611
wp1143,13588419.66,8084830.849,-179.2521112
wp1144,13588420.75,8084830.481,-179.2735909
wp1145,13588421.84,8084830.112,-179.2905445
wp1146,13588422.93,8084829.742,-179.3008993
wp1147,13588424.02,8084829.371,-179.3039472
wp1148,13588425.11,8084828.998,-179.2992827
wp1149,13588426.2,8084828.625,-179.2865096
wp1150,13588427.29,8084828.251,-179.2667664
wp1151,13588428.38,8084827.877,-179.244452
wp1152,13588429.47,8084827.502,-179.2243466
wp1153,13588430.56,8084827.126,-179.2086027
wp1154,13588431.65,8084826.75,-179.1949898
wp1155,13588432.74,8084826.373,-179.1808618
wp1156,13588433.82,8084825.996,-179.1635752
wp1157,13588434.91,8084825.619,-179.1406411
wp1158,13588436,8084825.241,-179.1098057
wp1159,13588437.09,8084824.864,-179.0688345
wp1160,13588438.18,8084824.486,-179.0154937
wp1161,13588439.26,8084824.109,-178.9494323
wp1162,13588440.35,8084823.731,-178.8763101
wp1163,13588441.44,8084823.354,-178.8029652
wp1164,13588442.53,8084822.977,-178.7335837
wp1165,13588443.62,8084822.601,-178.6670118
wp1166,13588444.71,8084822.225,-178.601455
wp1167,13588445.79,8084821.849,-178.535168
wp1168,13588446.88,8084821.474,-178.4686829
wp1169,13588447.97,8084821.1,-178.405717
wp1170,13588449.06,8084820.726,-178.3497993
wp1171,13588450.15,8084820.353,-178.3005327
wp1172,13588451.24,8084819.981,-178.2554022
wp1173,13588452.33,8084819.61,-178.2118716
wp1174,13588453.42,8084819.24,-178.167429
wp1175,13588454.51,8084818.871,-178.1201051
wp1176,13588455.6,8084818.504,-178.0684705
wp1177,13588456.69,8084818.137,-178.0111193
wp1178,13588457.78,8084817.772,-177.9467364
wp1179,13588458.87,8084817.409,-177.8789154
wp1180,13588459.96,8084817.047,-177.8185606
wp1181,13588461.06,8084816.686,-177.7760432
wp1182,13588462.15,8084816.327,-177.746162
wp1183,13588463.24,8084815.97,-177.712362
wp1184,13588464.34,8084815.614,-177.6578306
wp1185,13588465.43,8084815.261,-177.5672253
wp1186,13588466.52,8084814.909,-177.4550743
wp1187,13588467.62,8084814.56,-177.3637381
wp1188,13588468.71,8084814.212,-177.3302018
wp1189,13588469.81,8084813.867,-177.338203
wp1190,13588470.91,8084813.524,-177.3451973
wp1191,13588472,8084813.183,-177.3084544
wp1192,13588473.1,8084812.845,-177.1852445
wp1193,13588474.2,8084812.509,-176.9506589
wp1194,13588475.3,8084812.176,-176.7238193
wp1195,13588476.4,8084811.846,-176.6081607
wp1196,13588477.5,8084811.519,-176.576974
wp1197,13588478.6,8084811.195,-176.592759
wp1198,13588479.71,8084810.875,-176.6180156
wp1199,13588480.81,8084810.559,-176.6153336
wp1200,13588481.91,8084810.247,-176.5643651
wp1201,13588483.02,8084809.939,-176.481851
wp1202,13588484.13,8084809.635,-176.3894021
wp1203,13588485.23,8084809.337,-176.3030767
wp1204,13588486.34,8084809.043,-176.2084449
wp1205,13588487.45,8084808.754,-176.0806675
wp1206,13588488.56,8084808.471,-175.8965498
wp1207,13588489.68,8084808.194,-175.6604265
wp1208,13588490.79,8084807.922,-175.3993446
wp1209,13588491.91,8084807.656,-175.1406126
wp1210,13588493.03,8084807.397,-174.9003633
wp1211,13588494.14,8084807.144,-174.6824404
wp1212,13588495.27,8084806.898,-174.4745758
wp1213,13588496.39,8084806.66,-174.2363636
wp1214,13588497.51,8084806.428,-173.9244243
wp1215,13588498.64,8084806.204,-173.4959717
wp1216,13588499.77,8084805.987,-172.9623408
wp1217,13588500.9,8084805.778,-172.4316043
wp1218,13588502.03,8084805.578,-172.0164615
wp1219,13588503.16,8084805.386,-171.7248834
wp1220,13588504.3,8084805.202,-171.4699342
wp1221,13588505.43,8084805.028,-171.1612458
wp1222,13588506.57,8084804.862,-170.7103251
wp1223,13588507.72,8084804.706,-170.1040472
wp1224,13588508.86,8084804.559,-169.4286565
wp1225,13588510.01,8084804.422,-168.7760336
wp1226,13588511.16,8084804.295,-168.1893208
wp1227,13588512.31,8084804.178,-167.6459996
wp1228,13588513.46,8084804.071,-167.1189523
wp1229,13588514.62,8084803.976,-166.5820004
wp1230,13588515.77,8084803.891,-166.0100138
wp1231,13588516.93,8084803.817,-165.3779371
wp1232,13588518.08,8084803.755,-164.6817225
wp1233,13588519.24,8084803.705,-163.9782593
wp1234,13588520.4,8084803.667,-163.335423
wp1235,13588521.56,8084803.641,-162.8050242
wp1236,13588522.71,8084803.627,-162.3618089
wp1237,13588523.87,8084803.626,-161.9574421
wp1238,13588525.03,8084803.638,-161.5552876
wp1239,13588526.18,8084803.664,-161.190952
wp1240,13588527.33,8084803.702,-160.9275218
wp1241,13588528.49,8084803.755,-160.7708653
wp1242,13588529.64,8084803.821,-160.5623455
